IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,112,1.05
158.179.191.14,2053,2053,true,NRT,Asia Pacific,Tokyo,105,1.05
140.238.39.87,2095,2095,false,NRT,Asia Pacific,Tokyo,323,1.05
158.101.145.246,2082,2082,false,NRT,Asia Pacific,Tokyo,94,1.05
141.147.166.95,2053,2053,true,NRT,Asia Pacific,Tokyo,130,1.05
168.138.200.159,2083,2083,true,NRT,Asia Pacific,Tokyo,104,1.04
138.2.14.164,8880,8880,false,NRT,Asia Pacific,Tokyo,81,1.04
132.145.120.115,8080,8080,false,NRT,Asia Pacific,Tokyo,311,1.04
158.179.188.159,80,80,false,NRT,Asia Pacific,Tokyo,110,1.04
132.145.121.34,2053,2053,true,NRT,Asia Pacific,Tokyo,313,1.04
155.248.169.71,8080,8080,false,NRT,Asia Pacific,Tokyo,341,1.03
168.138.192.185,8443,8443,true,NRT,Asia Pacific,Tokyo,111,1.03
132.145.126.204,2086,2086,false,NRT,Asia Pacific,Tokyo,85,1.03
141.147.166.189,80,80,false,NRT,Asia Pacific,Tokyo,297,1.03
131.186.41.255,2096,2096,true,NRT,Asia Pacific,Tokyo,123,1.03
138.3.220.4,2052,2052,false,NRT,Asia Pacific,Tokyo,272,1.03
132.145.121.34,2087,2087,true,NRT,Asia Pacific,Tokyo,77,1.02
141.147.189.242,8080,8080,false,NRT,Asia Pacific,Tokyo,103,1.02
158.101.137.74,8443,8443,true,NRT,Asia Pacific,Tokyo,181,1.02
151.145.65.8,2087,2087,true,NRT,Asia Pacific,Tokyo,311,1.02
141.147.166.189,8080,8080,false,NRT,Asia Pacific,Tokyo,95,1.01
138.3.212.226,2095,2095,false,NRT,Asia Pacific,Tokyo,100,1.01
140.238.49.210,2052,2052,false,NRT,Asia Pacific,Tokyo,86,1.01
132.145.126.204,8080,8080,false,NRT,Asia Pacific,Tokyo,84,1.01
141.147.168.37,80,80,false,NRT,Asia Pacific,Tokyo,104,1.01
141.147.178.115,8443,8443,true,NRT,Asia Pacific,Tokyo,290,1.01
131.186.59.94,2082,2082,false,NRT,Asia Pacific,Tokyo,94,1.01
168.138.211.217,2053,2053,true,NRT,Asia Pacific,Tokyo,129,1.01
158.101.154.70,80,80,false,NRT,Asia Pacific,Tokyo,102,1.00
131.186.39.42,2086,2086,false,NRT,Asia Pacific,Tokyo,88,1.00
151.145.70.28,2086,2086,false,NRT,Asia Pacific,Tokyo,308,1.00
168.138.192.185,2053,2053,true,NRT,Asia Pacific,Tokyo,140,1.00
168.138.196.164,2096,2096,true,HKG,Asia Pacific,Hong Kong,205,1.00
141.147.179.64,2086,2086,false,NRT,Asia Pacific,Tokyo,288,1.00
152.70.104.69,2053,2053,true,NRT,Asia Pacific,Tokyo,394,1.00
138.3.216.67,2053,2053,true,NRT,Asia Pacific,Tokyo,373,0.99
152.70.106.21,2095,2095,false,NRT,Asia Pacific,Tokyo,122,0.99
131.186.63.127,2052,2052,false,NRT,Asia Pacific,Tokyo,304,0.99
138.2.31.68,2052,2052,false,HKG,Asia Pacific,Hong Kong,137,0.99
138.3.223.70,8080,8080,false,NRT,Asia Pacific,Tokyo,333,0.99
158.179.181.107,2095,2095,false,NRT,Asia Pacific,Tokyo,104,0.99
151.145.71.40,2053,2053,true,NRT,Asia Pacific,Tokyo,101,0.98
138.2.13.133,8880,8880,false,NRT,Asia Pacific,Tokyo,317,0.98
168.138.215.188,8080,8080,false,NRT,Asia Pacific,Tokyo,96,0.98
168.138.205.38,2052,2052,false,NRT,Asia Pacific,Tokyo,284,0.98
158.179.186.138,8880,8880,false,NRT,Asia Pacific,Tokyo,337,0.98
141.147.167.102,8880,8880,false,NRT,Asia Pacific,Tokyo,103,0.97
138.2.14.248,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,0.97
168.138.195.31,8080,8080,false,NRT,Asia Pacific,Tokyo,331,0.97
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,267,0.97
132.145.121.34,80,80,false,NRT,Asia Pacific,Tokyo,87,0.97
140.238.34.208,80,80,false,NRT,Asia Pacific,Tokyo,94,0.97
140.238.41.167,2052,2052,false,NRT,Asia Pacific,Tokyo,90,0.96
138.3.212.162,2086,2086,false,NRT,Asia Pacific,Tokyo,95,0.96
132.145.123.14,2095,2095,false,NRT,Asia Pacific,Tokyo,306,0.96
138.2.2.199,8880,8880,false,NRT,Asia Pacific,Tokyo,73,0.96
131.186.47.223,8443,8443,true,NRT,Asia Pacific,Tokyo,86,0.96
132.145.121.34,2095,2095,false,NRT,Asia Pacific,Tokyo,102,0.96
140.238.36.216,2086,2086,false,NRT,Asia Pacific,Tokyo,80,0.96
168.138.211.217,2086,2086,false,NRT,Asia Pacific,Tokyo,106,0.96
140.238.33.165,80,80,false,NRT,Asia Pacific,Tokyo,301,0.95
158.179.188.95,2083,2083,true,NRT,Asia Pacific,Tokyo,349,0.95
158.101.81.4,2082,2082,false,NRT,Asia Pacific,Tokyo,320,0.95
131.186.36.248,8443,8443,true,NRT,Asia Pacific,Tokyo,72,0.95
168.138.202.203,8080,8080,false,NRT,Asia Pacific,Tokyo,116,0.95
141.147.168.37,8880,8880,false,NRT,Asia Pacific,Tokyo,299,0.95
158.101.81.4,8443,8443,true,NRT,Asia Pacific,Tokyo,113,0.94
155.248.167.70,2096,2096,true,NRT,Asia Pacific,Tokyo,115,0.94
152.70.99.187,2082,2082,false,NRT,Asia Pacific,Tokyo,286,0.94
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,307,0.94
141.147.160.221,2086,2086,false,NRT,Asia Pacific,Tokyo,258,0.94
138.2.31.68,2087,2087,true,HKG,Asia Pacific,Hong Kong,154,0.94
138.3.212.144,2095,2095,false,NRT,Asia Pacific,Tokyo,278,0.94
141.147.166.95,2096,2096,true,NRT,Asia Pacific,Tokyo,176,0.93
151.145.71.40,2082,2082,false,NRT,Asia Pacific,Tokyo,324,0.93
151.145.71.40,8080,8080,false,NRT,Asia Pacific,Tokyo,101,0.93
158.101.94.15,80,80,false,NRT,Asia Pacific,Tokyo,292,0.92
131.186.56.188,8443,8443,true,NRT,Asia Pacific,Tokyo,273,0.92
140.238.36.248,8080,8080,false,NRT,Asia Pacific,Tokyo,287,0.92
158.101.89.33,8080,8080,false,NRT,Asia Pacific,Tokyo,93,0.92
158.101.146.165,80,80,false,NRT,Asia Pacific,Tokyo,365,0.92
150.230.105.228,2087,2087,true,HKG,Asia Pacific,Hong Kong,412,0.92
155.248.168.251,2096,2096,true,NRT,Asia Pacific,Tokyo,118,0.92
150.230.219.83,8880,8880,false,NRT,Asia Pacific,Tokyo,101,0.92
168.138.195.31,80,80,false,NRT,Asia Pacific,Tokyo,120,0.91
140.238.51.89,80,80,false,NRT,Asia Pacific,Tokyo,299,0.91
155.248.163.133,2052,2052,false,NRT,Asia Pacific,Tokyo,319,0.91
168.138.208.24,2087,2087,true,NRT,Asia Pacific,Tokyo,293,0.91
131.186.41.255,2095,2095,false,NRT,Asia Pacific,Tokyo,81,0.91
132.145.121.242,2083,2083,true,HKG,Asia Pacific,Hong Kong,168,0.91
138.3.210.114,2095,2095,false,NRT,Asia Pacific,Tokyo,297,0.91
168.138.198.202,2096,2096,true,NRT,Asia Pacific,Tokyo,122,0.91
141.147.174.7,2095,2095,false,NRT,Asia Pacific,Tokyo,348,0.91
140.238.54.182,8443,8443,true,NRT,Asia Pacific,Tokyo,105,0.91
150.230.217.63,80,80,false,NRT,Asia Pacific,Tokyo,105,0.91
150.230.109.138,2096,2096,true,NRT,Asia Pacific,Tokyo,341,0.90
131.186.38.135,8880,8880,false,NRT,Asia Pacific,Tokyo,85,0.90
168.138.208.24,2096,2096,true,NRT,Asia Pacific,Tokyo,125,0.90
158.179.181.107,2086,2086,false,NRT,Asia Pacific,Tokyo,99,0.90
138.3.220.4,8080,8080,false,NRT,Asia Pacific,Tokyo,269,0.90
155.248.160.83,8880,8880,false,NRT,Asia Pacific,Tokyo,282,0.89
150.230.107.94,2052,2052,false,NRT,Asia Pacific,Tokyo,103,0.89
158.101.92.156,8880,8880,false,NRT,Asia Pacific,Tokyo,96,0.89
168.138.200.159,2095,2095,false,NRT,Asia Pacific,Tokyo,119,0.89
132.145.126.21,2086,2086,false,NRT,Asia Pacific,Tokyo,79,0.88
132.145.112.247,2086,2086,false,NRT,Asia Pacific,Tokyo,300,0.88
155.248.169.71,2087,2087,true,NRT,Asia Pacific,Tokyo,290,0.88
132.145.125.86,2053,2053,true,NRT,Asia Pacific,Tokyo,91,0.88
140.238.54.164,2083,2083,true,NRT,Asia Pacific,Tokyo,113,0.88
158.101.69.144,2086,2086,false,NRT,Asia Pacific,Tokyo,318,0.87
140.238.39.21,8080,8080,false,NRT,Asia Pacific,Tokyo,100,0.87
155.248.176.28,2096,2096,true,NRT,Asia Pacific,Tokyo,108,0.87
158.101.150.74,2082,2082,false,NRT,Asia Pacific,Tokyo,314,0.87
141.147.169.195,8080,8080,false,NRT,Asia Pacific,Tokyo,309,0.87
168.138.202.203,2095,2095,false,NRT,Asia Pacific,Tokyo,105,0.87
158.101.154.70,8080,8080,false,NRT,Asia Pacific,Tokyo,84,0.87
158.101.92.156,8443,8443,true,NRT,Asia Pacific,Tokyo,139,0.87
152.70.106.195,80,80,false,NRT,Asia Pacific,Tokyo,313,0.87
155.248.162.160,2083,2083,true,NRT,Asia Pacific,Tokyo,123,0.87
132.145.125.86,80,80,false,NRT,Asia Pacific,Tokyo,92,0.87
158.101.70.155,2052,2052,false,NRT,Asia Pacific,Tokyo,108,0.87
150.230.104.197,2086,2086,false,NRT,Asia Pacific,Tokyo,301,0.86
132.145.121.34,8080,8080,false,NRT,Asia Pacific,Tokyo,78,0.86
158.101.145.246,2096,2096,true,NRT,Asia Pacific,Tokyo,151,0.86
158.179.189.106,8080,8080,false,NRT,Asia Pacific,Tokyo,382,0.86
138.3.215.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,161,0.86
158.101.88.214,2082,2082,false,NRT,Asia Pacific,Tokyo,106,0.86
158.101.140.154,2083,2083,true,NRT,Asia Pacific,Tokyo,232,0.86
168.138.207.64,2096,2096,true,NRT,Asia Pacific,Tokyo,101,0.85
151.145.65.8,80,80,false,NRT,Asia Pacific,Tokyo,97,0.85
150.230.220.232,2095,2095,false,NRT,Asia Pacific,Tokyo,108,0.85
131.186.37.49,2086,2086,false,NRT,Asia Pacific,Tokyo,100,0.85
140.238.54.164,2086,2086,false,NRT,Asia Pacific,Tokyo,85,0.85
141.147.164.54,2082,2082,false,NRT,Asia Pacific,Tokyo,86,0.85
138.3.215.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,128,0.85
131.186.61.45,8880,8880,false,NRT,Asia Pacific,Tokyo,336,0.85
132.145.123.14,80,80,false,NRT,Asia Pacific,Tokyo,341,0.85
138.3.212.226,8080,8080,false,NRT,Asia Pacific,Tokyo,251,0.85
140.238.44.118,2082,2082,false,NRT,Asia Pacific,Tokyo,99,0.85
141.147.181.148,2082,2082,false,NRT,Asia Pacific,Tokyo,99,0.85
141.147.168.13,2052,2052,false,NRT,Asia Pacific,Tokyo,87,0.84
158.101.149.71,2096,2096,true,NRT,Asia Pacific,Tokyo,110,0.84
131.186.43.107,2082,2082,false,NRT,Asia Pacific,Tokyo,310,0.84
158.101.159.212,2095,2095,false,NRT,Asia Pacific,Tokyo,93,0.84
158.101.144.189,2086,2086,false,NRT,Asia Pacific,Tokyo,116,0.84
151.145.70.28,8080,8080,false,NRT,Asia Pacific,Tokyo,103,0.84
151.145.67.9,8080,8080,false,NRT,Asia Pacific,Tokyo,112,0.83
140.238.50.32,2053,2053,true,NRT,Asia Pacific,Tokyo,110,0.83
138.3.218.160,2082,2082,false,NRT,Asia Pacific,Tokyo,344,0.83
158.101.140.255,2083,2083,true,NRT,Asia Pacific,Tokyo,116,0.83
152.70.102.124,80,80,false,HKG,Asia Pacific,Hong Kong,179,0.83
131.186.39.42,8880,8880,false,NRT,Asia Pacific,Tokyo,289,0.82
158.101.142.103,80,80,false,NRT,Asia Pacific,Tokyo,97,0.82
152.70.102.124,2095,2095,false,HKG,Asia Pacific,Hong Kong,394,0.82
168.138.211.131,80,80,false,NRT,Asia Pacific,Tokyo,115,0.81
158.101.140.252,2086,2086,false,NRT,Asia Pacific,Tokyo,121,0.80
140.238.40.136,2086,2086,false,NRT,Asia Pacific,Tokyo,314,0.80
132.145.114.250,2086,2086,false,NRT,Asia Pacific,Tokyo,100,0.79
158.101.149.122,80,80,false,NRT,Asia Pacific,Tokyo,319,0.79
158.101.95.113,2096,2096,true,NRT,Asia Pacific,Tokyo,130,0.79
158.101.159.212,8080,8080,false,NRT,Asia Pacific,Tokyo,105,0.79
158.101.69.12,2087,2087,true,NRT,Asia Pacific,Tokyo,133,0.79
168.138.211.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,221,0.78
150.230.101.125,2052,2052,false,NRT,Asia Pacific,Tokyo,312,0.78
132.145.121.125,2086,2086,false,NRT,Asia Pacific,Tokyo,274,0.78
158.101.90.190,2082,2082,false,NRT,Asia Pacific,Tokyo,336,0.77
168.138.194.121,8080,8080,false,NRT,Asia Pacific,Tokyo,345,0.77
158.101.158.238,2082,2082,false,NRT,Asia Pacific,Tokyo,305,0.77
138.3.215.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,139,0.77
158.101.133.129,8080,8080,false,NRT,Asia Pacific,Tokyo,283,0.77
158.101.84.123,2083,2083,true,NRT,Asia Pacific,Tokyo,121,0.77
150.230.105.179,2082,2082,false,NRT,Asia Pacific,Tokyo,333,0.77
132.145.127.51,2096,2096,true,NRT,Asia Pacific,Tokyo,252,0.76
140.238.33.150,8443,8443,true,NRT,Asia Pacific,Tokyo,84,0.76
152.70.98.174,8443,8443,true,NRT,Asia Pacific,Tokyo,126,0.76
131.186.41.82,2095,2095,false,NRT,Asia Pacific,Tokyo,314,0.76
168.138.213.116,2095,2095,false,NRT,Asia Pacific,Tokyo,296,0.75
158.179.189.106,2052,2052,false,NRT,Asia Pacific,Tokyo,128,0.75
140.238.35.195,2053,2053,true,NRT,Asia Pacific,Tokyo,334,0.75
155.248.160.83,2082,2082,false,NRT,Asia Pacific,Tokyo,107,0.75
168.138.205.38,80,80,false,NRT,Asia Pacific,Tokyo,114,0.75
155.248.176.98,8880,8880,false,NRT,Asia Pacific,Tokyo,294,0.74
158.101.68.100,8080,8080,false,NRT,Asia Pacific,Tokyo,125,0.74
158.101.69.12,8443,8443,true,NRT,Asia Pacific,Tokyo,363,0.74
131.186.63.127,2095,2095,false,NRT,Asia Pacific,Tokyo,88,0.74
140.238.48.45,2087,2087,true,NRT,Asia Pacific,Tokyo,93,0.74
140.238.59.255,2082,2082,false,NRT,Asia Pacific,Tokyo,109,0.74
132.145.113.148,2086,2086,false,NRT,Asia Pacific,Tokyo,346,0.74
140.238.48.45,2095,2095,false,NRT,Asia Pacific,Tokyo,297,0.74
140.238.38.245,2053,2053,true,NRT,Asia Pacific,Tokyo,88,0.73
158.101.158.251,8880,8880,false,NRT,Asia Pacific,Tokyo,118,0.73
138.3.218.160,80,80,false,NRT,Asia Pacific,Tokyo,79,0.73
158.179.189.106,80,80,false,NRT,Asia Pacific,Tokyo,120,0.73
158.101.155.115,2087,2087,true,NRT,Asia Pacific,Tokyo,240,0.73
158.101.65.24,2052,2052,false,NRT,Asia Pacific,Tokyo,366,0.73
158.101.149.52,2095,2095,false,NRT,Asia Pacific,Tokyo,336,0.73
131.186.39.42,80,80,false,NRT,Asia Pacific,Tokyo,97,0.72
155.248.160.116,2053,2053,true,NRT,Asia Pacific,Tokyo,349,0.72
155.248.166.141,2096,2096,true,NRT,Asia Pacific,Tokyo,108,0.72
141.147.181.148,8443,8443,true,NRT,Asia Pacific,Tokyo,84,0.72
155.248.160.83,80,80,false,NRT,Asia Pacific,Tokyo,320,0.71
141.147.178.135,8080,8080,false,HKG,Asia Pacific,Hong Kong,186,0.71
168.138.198.202,2087,2087,true,NRT,Asia Pacific,Tokyo,126,0.71
132.145.121.34,2086,2086,false,NRT,Asia Pacific,Tokyo,94,0.71
168.138.197.222,8443,8443,true,NRT,Asia Pacific,Tokyo,114,0.71
131.186.37.191,8880,8880,false,NRT,Asia Pacific,Tokyo,82,0.70
140.238.51.184,2053,2053,true,NRT,Asia Pacific,Tokyo,91,0.70
141.147.174.7,8880,8880,false,NRT,Asia Pacific,Tokyo,94,0.70
158.101.147.4,8880,8880,false,NRT,Asia Pacific,Tokyo,120,0.70
140.238.54.166,2083,2083,true,NRT,Asia Pacific,Tokyo,131,0.70
141.147.183.96,2052,2052,false,NRT,Asia Pacific,Tokyo,347,0.70
140.238.64.65,80,80,false,LHR,Europe,London,247,0.69
155.248.160.116,2082,2082,false,NRT,Asia Pacific,Tokyo,97,0.69
138.3.222.204,8080,8080,false,NRT,Asia Pacific,Tokyo,76,0.69
158.101.146.160,2096,2096,true,NRT,Asia Pacific,Tokyo,151,0.69
141.147.169.131,2086,2086,false,NRT,Asia Pacific,Tokyo,257,0.69
168.138.196.237,8443,8443,true,NRT,Asia Pacific,Tokyo,141,0.68
131.186.59.232,2053,2053,true,HKG,Asia Pacific,Hong Kong,152,0.68
151.145.74.199,80,80,false,NRT,Asia Pacific,Tokyo,111,0.68
131.186.37.69,2083,2083,true,NRT,Asia Pacific,Tokyo,78,0.68
158.101.69.144,80,80,false,NRT,Asia Pacific,Tokyo,311,0.67
151.145.65.8,2083,2083,true,NRT,Asia Pacific,Tokyo,322,0.67
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,349,0.67
158.179.188.95,8880,8880,false,NRT,Asia Pacific,Tokyo,94,0.66
151.145.69.174,2086,2086,false,NRT,Asia Pacific,Tokyo,110,0.66
132.145.120.118,2082,2082,false,NRT,Asia Pacific,Tokyo,92,0.66
168.138.212.175,2053,2053,true,NRT,Asia Pacific,Tokyo,112,0.66
141.147.174.190,2082,2082,false,NRT,Asia Pacific,Tokyo,99,0.66
150.230.105.179,2083,2083,true,NRT,Asia Pacific,Tokyo,119,0.65
131.186.34.244,80,80,false,NRT,Asia Pacific,Tokyo,84,0.65
168.138.206.236,2083,2083,true,NRT,Asia Pacific,Tokyo,314,0.65
132.145.123.238,2096,2096,true,NRT,Asia Pacific,Tokyo,95,0.65
158.101.144.34,2053,2053,true,NRT,Asia Pacific,Tokyo,466,0.65
158.101.88.214,2095,2095,false,NRT,Asia Pacific,Tokyo,103,0.65
132.145.114.250,2053,2053,true,NRT,Asia Pacific,Tokyo,84,0.65
151.145.67.9,2095,2095,false,NRT,Asia Pacific,Tokyo,313,0.65
158.101.150.126,8443,8443,true,NRT,Asia Pacific,Tokyo,109,0.65
155.248.176.28,2095,2095,false,NRT,Asia Pacific,Tokyo,129,0.65
131.186.63.127,2053,2053,true,NRT,Asia Pacific,Tokyo,69,0.65
151.145.66.219,2083,2083,true,NRT,Asia Pacific,Tokyo,332,0.64
141.147.162.204,2095,2095,false,NRT,Asia Pacific,Tokyo,259,0.64
140.238.41.253,2052,2052,false,NRT,Asia Pacific,Tokyo,308,0.64
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,88,0.64
151.145.70.28,2096,2096,true,NRT,Asia Pacific,Tokyo,100,0.64
131.186.36.248,2082,2082,false,NRT,Asia Pacific,Tokyo,262,0.63
168.138.198.53,8443,8443,true,NRT,Asia Pacific,Tokyo,103,0.63
158.101.155.246,80,80,false,NRT,Asia Pacific,Tokyo,125,0.63
131.186.47.255,2053,2053,true,NRT,Asia Pacific,Tokyo,80,0.63
132.145.121.175,2095,2095,false,NRT,Asia Pacific,Tokyo,102,0.62
131.186.35.189,2086,2086,false,NRT,Asia Pacific,Tokyo,84,0.62
158.101.68.48,2053,2053,true,NRT,Asia Pacific,Tokyo,104,0.62
140.238.39.33,2082,2082,false,NRT,Asia Pacific,Tokyo,279,0.62
132.145.114.250,80,80,false,NRT,Asia Pacific,Tokyo,93,0.62
151.145.68.104,2095,2095,false,NRT,Asia Pacific,Tokyo,99,0.61
158.101.84.123,2086,2086,false,NRT,Asia Pacific,Tokyo,107,0.61
152.70.111.251,2087,2087,true,NRT,Asia Pacific,Tokyo,267,0.61
168.138.194.121,2052,2052,false,NRT,Asia Pacific,Tokyo,102,0.61
158.101.137.96,8880,8880,false,NRT,Asia Pacific,Tokyo,111,0.61
158.101.92.156,2053,2053,true,NRT,Asia Pacific,Tokyo,115,0.61
132.145.115.17,2052,2052,false,NRT,Asia Pacific,Tokyo,94,0.61
144.24.161.142,8443,443,true,FRA,Europe,Frankfurt,321,0.61
140.238.50.99,8880,8880,false,NRT,Asia Pacific,Tokyo,98,0.60
132.145.121.242,2052,2052,false,HKG,Asia Pacific,Hong Kong,541,0.60
155.248.165.169,2095,2095,false,NRT,Asia Pacific,Tokyo,80,0.60
158.101.149.122,2086,2086,false,NRT,Asia Pacific,Tokyo,290,0.60
151.145.65.203,2053,2053,true,NRT,Asia Pacific,Tokyo,307,0.60
152.70.104.69,8443,8443,true,NRT,Asia Pacific,Tokyo,108,0.59
138.3.210.114,8880,8880,false,NRT,Asia Pacific,Tokyo,301,0.59
131.186.36.248,2086,2086,false,NRT,Asia Pacific,Tokyo,90,0.59
131.186.46.75,8880,8880,false,NRT,Asia Pacific,Tokyo,91,0.59
141.147.179.211,2082,2082,false,NRT,Asia Pacific,Tokyo,103,0.58
140.238.54.164,2052,2052,false,NRT,Asia Pacific,Tokyo,87,0.58
168.138.196.237,2083,2083,true,NRT,Asia Pacific,Tokyo,131,0.58
168.138.211.131,2096,2096,true,NRT,Asia Pacific,Tokyo,135,0.58
140.238.32.238,80,80,false,NRT,Asia Pacific,Tokyo,302,0.58
140.238.33.94,8880,8880,false,NRT,Asia Pacific,Tokyo,298,0.58
132.145.120.115,2052,2052,false,NRT,Asia Pacific,Tokyo,295,0.57
132.145.122.95,2053,2053,true,NRT,Asia Pacific,Tokyo,311,0.57
131.186.46.75,2052,2052,false,NRT,Asia Pacific,Tokyo,294,0.57
150.230.105.228,8443,8443,true,HKG,Asia Pacific,Hong Kong,408,0.57
141.147.108.36,443,443,true,FRA,Europe,Frankfurt,262,0.57
141.147.160.221,2082,2082,false,NRT,Asia Pacific,Tokyo,91,0.57
150.230.105.179,8880,8880,false,NRT,Asia Pacific,Tokyo,336,0.57
152.70.106.21,2082,2082,false,NRT,Asia Pacific,Tokyo,118,0.56
140.238.32.112,2095,2095,false,NRT,Asia Pacific,Tokyo,91,0.56
168.138.198.202,80,80,false,NRT,Asia Pacific,Tokyo,205,0.55
141.147.181.242,2082,2082,false,NRT,Asia Pacific,Tokyo,81,0.55
155.248.169.71,2053,2053,true,NRT,Asia Pacific,Tokyo,120,0.55
158.101.136.239,8880,8880,false,NRT,Asia Pacific,Tokyo,341,0.55
168.138.195.31,2095,2095,false,NRT,Asia Pacific,Tokyo,325,0.55
138.3.248.194,443,443,true,FRA,Europe,Frankfurt,338,0.55
131.186.40.31,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,0.55
158.179.189.106,2086,2086,false,NRT,Asia Pacific,Tokyo,119,0.55
150.230.105.179,2052,2052,false,NRT,Asia Pacific,Tokyo,341,0.54
155.248.176.68,8880,8880,false,NRT,Asia Pacific,Tokyo,100,0.54
158.101.69.12,8880,8880,false,NRT,Asia Pacific,Tokyo,118,0.54
155.248.169.71,80,80,false,NRT,Asia Pacific,Tokyo,332,0.54
132.145.127.21,2052,2052,false,NRT,Asia Pacific,Tokyo,76,0.54
141.147.181.148,8080,8080,false,NRT,Asia Pacific,Tokyo,93,0.54
168.138.197.222,2052,2052,false,NRT,Asia Pacific,Tokyo,99,0.54
168.138.202.203,2083,2083,true,NRT,Asia Pacific,Tokyo,116,0.53
141.147.168.159,2087,2087,true,NRT,Asia Pacific,Tokyo,223,0.53
141.147.170.160,2083,2083,true,NRT,Asia Pacific,Tokyo,166,0.53
140.238.54.184,8880,8880,false,NRT,Asia Pacific,Tokyo,308,0.53
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,318,0.53
168.138.196.164,80,80,false,HKG,Asia Pacific,Hong Kong,206,0.53
168.138.208.164,2095,2095,false,NRT,Asia Pacific,Tokyo,314,0.52
151.145.64.170,2082,2082,false,NRT,Asia Pacific,Tokyo,335,0.52
151.145.71.127,2086,2086,false,NRT,Asia Pacific,Tokyo,345,0.52
138.3.220.4,2082,2082,false,NRT,Asia Pacific,Tokyo,303,0.52
168.138.198.202,8443,8443,true,NRT,Asia Pacific,Tokyo,330,0.52
150.230.97.239,2052,2052,false,NRT,Asia Pacific,Tokyo,260,0.52
132.145.126.204,8880,8880,false,NRT,Asia Pacific,Tokyo,310,0.52
131.186.45.88,8443,8443,true,NRT,Asia Pacific,Tokyo,69,0.52
168.138.197.222,2053,2053,true,NRT,Asia Pacific,Tokyo,107,0.51
141.147.164.123,80,80,false,NRT,Asia Pacific,Tokyo,110,0.51
168.138.196.164,2052,2052,false,HKG,Asia Pacific,Hong Kong,231,0.51
158.101.70.155,80,80,false,NRT,Asia Pacific,Tokyo,345,0.51
150.230.99.173,2052,2052,false,NRT,Asia Pacific,Tokyo,107,0.51
152.70.99.218,8443,8443,true,NRT,Asia Pacific,Tokyo,116,0.50
132.145.112.247,2082,2082,false,NRT,Asia Pacific,Tokyo,304,0.50
141.147.170.160,8443,8443,true,NRT,Asia Pacific,Tokyo,160,0.50
141.147.182.76,2082,2082,false,NRT,Asia Pacific,Tokyo,93,0.50
158.179.181.107,2082,2082,false,NRT,Asia Pacific,Tokyo,362,0.50
168.138.211.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,225,0.50
132.145.120.197,2052,2052,false,NRT,Asia Pacific,Tokyo,247,0.50
141.147.92.187,443,443,true,FRA,Europe,Frankfurt,265,0.50
141.147.174.7,2087,2087,true,NRT,Asia Pacific,Tokyo,113,0.50
152.70.103.145,2086,2086,false,NRT,Asia Pacific,Tokyo,102,0.49
132.145.121.125,80,80,false,NRT,Asia Pacific,Tokyo,80,0.49
140.238.41.167,80,80,false,NRT,Asia Pacific,Tokyo,77,0.49
158.101.69.144,8080,8080,false,NRT,Asia Pacific,Tokyo,111,0.48
138.2.6.15,2082,2082,false,NRT,Asia Pacific,Tokyo,96,0.48
152.70.99.218,2053,2053,true,NRT,Asia Pacific,Tokyo,130,0.48
158.101.68.100,2095,2095,false,NRT,Asia Pacific,Tokyo,272,0.47
158.101.65.24,2082,2082,false,NRT,Asia Pacific,Tokyo,321,0.47
141.147.164.153,2052,2052,false,NRT,Asia Pacific,Tokyo,99,0.47
140.238.49.210,2096,2096,true,NRT,Asia Pacific,Tokyo,343,0.47
131.186.59.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,428,0.47
158.101.158.238,8443,8443,true,NRT,Asia Pacific,Tokyo,117,0.47
151.145.71.40,2052,2052,false,NRT,Asia Pacific,Tokyo,344,0.47
131.186.38.135,2095,2095,false,NRT,Asia Pacific,Tokyo,96,0.47
155.248.166.39,2082,2082,false,NRT,Asia Pacific,Tokyo,282,0.47
141.147.186.210,2053,2053,true,NRT,Asia Pacific,Tokyo,169,0.47
132.145.120.118,2086,2086,false,NRT,Asia Pacific,Tokyo,87,0.46
158.101.148.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,192,0.46
131.186.58.151,2096,2096,true,NRT,Asia Pacific,Tokyo,287,0.46
168.138.196.237,80,80,false,NRT,Asia Pacific,Tokyo,118,0.45
168.138.209.84,8080,8080,false,NRT,Asia Pacific,Tokyo,104,0.45
158.179.190.253,2096,2096,true,NRT,Asia Pacific,Tokyo,112,0.45
